	Instantie	Datum uitspraak	Datum publicatie	Zaaknummer	Rechtsgebieden	Bijzondere kenmerken	Inhoudsindicatie	Vindplaatsen		Wetsverwijzingen	Formele relaties
525	Rechtbank Noord-Holland	05-10-2022	13-10-2022	9881255	Arbeidsrecht	Eerste aanleg - enkelvoudig	Ontslag op staande voet niet rechtsgeldig omdat de ontslagreden niet onverwijld voldoende duidelijk aan de werknemer is medegedeeld. Verzoek werkgever tot ontbinding van de arbeidsovereenkomst wordt afgewezen omdat verzoek onvoldoende is onderbouwd.	"Rechtspraak.nl 
AR-Updates.nl 2022-1144"	Verrijkte uitspraak		
526	Rechtbank Overijssel	05-10-2022	12-10-2022	9817492 \ EJ VERZ  22-128	Arbeidsrecht	"Eerste aanleg - enkelvoudig
Beschikking"	Arbeidszaak. Cao Bouw en Infra is van toepassing en niet de cao Groen, Grond en Infrastructuur.	"Rechtspraak.nl 
AR-Updates.nl 2022-1143"	Verrijkte uitspraak		Tussenuitspraak:  ECLI:NL:RBOVE:2022:2935
527	Rechtbank Gelderland	05-10-2022	17-10-2022	C/05/402608 / HA ZA 22-166	Internationaal privaatrecht	"Eerste aanleg - enkelvoudig
Tussenuitspraak"	Bevoegdheidsincident Nederlandse rechter, betwisting totstandkoming overeenkomst vanwege onbevoegde vertegenwoordiging, artikel 25 lid 5 Verordening (EU) nr. 1215/2012	Rechtspraak.nl	Verrijkte uitspraak		
528	Rechtbank Zeeland-West-Brabant	05-10-2022	18-10-2022	10030810 CV EXPL 22-2892	Civiel recht	Bodemzaak	Grondslagwijziging, verschuldigdheid eigen bijdrage wordt toegewezen, maar proceskosten blijven voor eiseres, omdat deze nodeloos zijn gemaakt, Eiseres had haar grondslag voorafgaand aan de procedure moeten toelichten.	Rechtspraak.nl	Verrijkte uitspraak		
529	Rechtbank Rotterdam	05-10-2022	13-10-2022	C/10/637650 / HA ZA 22-371	Civiel recht	Eerste aanleg - enkelvoudig	Ex-samenlevers. Aankoop stacaravan tijdens samenwonen. De man heeft de aankoopprijs betaald. Geen schenking. Gezamenlijk verworven. Verkoopopbrengst gezamenlijk verdelen. Geen ongerechtvaardigde verrijking.	Rechtspraak.nl	Verrijkte uitspraak		
530	Rechtbank Amsterdam	05-10-2022	18-10-2022	C/13/714022 / HA ZA 22-160	Civiel recht	Eerste aanleg - enkelvoudig	koopovereenkomst woning, onterecht beroep op financieringsvoorbehoud, niet voldaan aan inspanningsverbintenis, geen reden tot matiging contractuele boete	Rechtspraak.nl	Verrijkte uitspraak		
531	Rechtbank Zeeland-West-Brabant	05-10-2022	18-10-2022	9695947 CV EXPL 22-655	Civiel recht	Bodemzaak	Cessie van factuur tandarts. Infomedics onvoldoende onderbouwd. Lastgeving van cessie. vordering afgewezen.	Rechtspraak.nl	Verrijkte uitspraak		
532	Rechtbank Oost-Brabant	05-10-2022	11-10-2022	C/01/376770 / HA ZA 21-809	Civiel recht	"Bodemzaak
Eerste aanleg - enkelvoudig"	De Cubaanse overheid heeft aan een joint venture van eiseres en een Cubaanse rechtspersoon een exclusiviteitsrecht verleend voor onder meer de productie, distributie en verkoop van bier en heeft deze exclusiviteit na enige jaren weer ingetrokken. Gedaagde heeft vervolgens in Cuba het recht verkregen voor de productie, distributie en verkoop van bier. Eiseres vordert een verklaring voor recht dat gedaagde onrechtmatig heeft gehandeld door te profiteren van de schending van het exclusiviteitsrecht van eiseres. Eiseres stelt daartoe dat de Cubaanse overheid onrechtmatig heeft gehandeld door het exclusiviteitsrecht in te trekken en dat gedaagde onrechtmatig heeft gehandeld door in dit gat te springen.  In het incident stelt eiseres in het incident dat de rechtbank niet bevoegd is om over de vordering te oordelen omdat er sprake is van immuniteit van jurisdictie ten aanzien van de Republiek Cuba. De rechtbank acht zich niet bevoegd van de vordering kennis te nemen vanwege de staatsimmuniteit van Cuba. Ook als de Republiek Cuba zelf geen partij is in de procedure dient de rechtbank te beoordelen of staatsimmuniteit aan kennisneming van de vordering in de weg staat. Er is ten aanzien van de gestelde onrechtmatige daad van de Cubaanse overheid, die mede aan de vordering ten grondslag is gelegd, sprake van overheidshandelen. Het beroep op immuniteit van jurisdictie gaat niet op als er sprake is van handelen van de Cubaanse overheid op gelijke voet als een particulier. Het is aan verweerder in het incident om gemotiveerd te stellen en bij betwisting te bewijzen dat er van die uitzondering sprake is.( Acta iure gestionis). Verweerder in het incident heeft niet aan die gemotiveerde stelplicht voldaan.	Rechtspraak.nl	Verrijkte uitspraak		
533	Rechtbank Zeeland-West-Brabant	05-10-2022	14-10-2022	9683364 / CV EXPL 22-405	Civiel recht	Bodemzaak	Koopovereenkomst consument. Ambtshalve toetsing.	Rechtspraak.nl	Verrijkte uitspraak		
534	Rechtbank Noord-Holland	05-10-2022	17-10-2022	10027656	Arbeidsrecht	Eerste aanleg - enkelvoudig	De werknemer stelt in deze zaak dat een arbeidsovereenkomst voor onbepaalde tijd is ontstaan met de werkgever. De werknemer vordert daarom onder andere betaling van loon. De werkgever voert als verweer dat een arbeidsovereenkomst voor bepaalde tijd geldt die al is afgelopen. De kantonrechter geeft de werknemer gelijk. In dit geval is sprake van zogeheten opvolgend werkgeverschap. Dat betekent dat op grond van de wet een arbeidsovereenkomst voor onbepaalde tijd moet worden aangenomen. De werknemer heeft dus recht op loon.	"Rechtspraak.nl 
AR-Updates.nl 2022-1160"	Verrijkte uitspraak		
535	Rechtbank Den Haag	05-10-2022	17-10-2022	C/09/599696 / HA ZA 20-920	Verbintenissenrecht	"Bodemzaak
Eerste aanleg - enkelvoudig"	geen medische aansprakelijkheid ziekenhuis en hap na beoordeling sportblessure - tijdig geklaagd - centrale aansprakelijkheid ziekenhuis niet aan de orde	"Rechtspraak.nl 
PS-Updates.nl 2022-0657"	Verrijkte uitspraak		
536	Rechtbank Noord-Holland	05-10-2022	24-10-2022	10004029 CV EXPL 22-3499	Civiel recht	Eerste aanleg - enkelvoudig	Huurrecht; ontbinding en ontruiming toegewezen vanwege ernstige overlast	Rechtspraak.nl	Verrijkte uitspraak		
537	Rechtbank Gelderland	05-10-2022	25-10-2022	401776 en 403933	Civiel recht	"Bodemzaak
Eerste aanleg - enkelvoudig"	vereniging van huiseigenaren kan niet namens haar leden procederen. Huiseigenaren moeten toestemming vragen aan parkeigenaar voor verhuren huisjes.	Rechtspraak.nl	Verrijkte uitspraak		
538	Rechtbank Gelderland	05-10-2022	25-10-2022	C/05/399207 / HZ ZA 22-38	Verbintenissenrecht	"Eerste aanleg - enkelvoudig
Op tegenspraak"	Conventie: opzegging overeenkomst van opdracht rechtsgeldig en niet naar maatstaven van redelijkheid en billijkheid onaanvaardbaar. Geen grond voor vergoeding vermeend meerwerk. Reconventie o.a.: geen tekortkoming in nakoming inspanningsverplichting.	Rechtspraak.nl	Verrijkte uitspraak		
539	Rechtbank Rotterdam	05-10-2022	18-10-2022	C/10/639350 / HA ZA 22-458	Civiel recht	Eerste aanleg - enkelvoudig	Vrijwaringsincident. Artikel 210 lid 1 Rv. Toewijzing.	Rechtspraak.nl	Verrijkte uitspraak		
540	Rechtbank Den Haag	05-10-2022	12-10-2022	C/09/608675 / HA ZA 21-247	Civiel recht	Eerste aanleg - enkelvoudig	Uitleg van een testament, is door uitschrijving samenwoning beëindigd? Gemeenschappelijke huishouding; zorg- en onderhoudsplicht.	"Rechtspraak.nl 
ERF-Updates.nl 2022-0285"	Verrijkte uitspraak		
541	Rechtbank Rotterdam	05-10-2022	07-10-2022	C/10/625331 / HA ZA 21-819	Ondernemingsrecht	Eerste aanleg - enkelvoudig	Bestuurdersaansprakelijkheid en rekening-courantvordering op bestuurder.	"Rechtspraak.nl 
INS-Updates.nl 2022-0253"	Verrijkte uitspraak		
542	Rechtbank Gelderland	05-10-2022	12-10-2022	407367	Insolventierecht	"Hoger beroep
Op tegenspraak"	-	"Rechtspraak.nl 
INS-Updates.nl 2022-0250"	Verrijkte uitspraak		
543	Rechtbank Noord-Holland	05-10-2022	27-10-2022	8187486	Verbintenissenrecht	Bodemzaak	De aankomsttijd op de boardingpassen is de verwachte aankomsttijd en niet de geplande aankomsttijd. Bij de beoordeling van de vertraging moet worden uitgegaan van de aankomsttijd in de boekingsbescheiden. Dit is geen schemawijziging.	Rechtspraak.nl	Verrijkte uitspraak		
544	Rechtbank Noord-Holland	05-10-2022	28-10-2022	8240984	Verbintenissenrecht	Bodemzaak	Van Flightright mag als professionele procespartij verwacht worden dat er geen storende fouten in de dagvaarding zitten. I.c. zeer summiere dagvaarding met verkeerde plaats van aankomst. De ktr ziet aanleiding om de proceskosten te compenseren ogv 21 Rv	Rechtspraak.nl	Verrijkte uitspraak		
545	Rechtbank Limburg	05-10-2022	28-10-2022	9818484 CV EXPL 22-1837	Civiel recht	Eerste aanleg - enkelvoudig	Ontbinding van de huurovereenkomst en ontruiming van het gehuurde wegens veroorzaakte overlast en ondanks dat de overlast sinds de datum van dagvaarden is gestopt. Dit omdat huurder een gedragsaanwijzing had getekend en hierna nog meermaals gewaarschuwd was.	Rechtspraak.nl	Verrijkte uitspraak		
546	Rechtbank Limburg	05-10-2022	28-10-2022	9759742 \ CV EXPL  22-1431	Civiel recht	Eerste aanleg - enkelvoudig	Consumentenrecht. Vernietiging overeenkomst, voor zover die tot stand is gekomen, omdat op de betaalknop niet duidelijk vermeld stond dat een betalingsverplichting werd aangegaan. Partijen niet in de gelegenheid gesteld zich hierover uit te laten, omdat de handelaar zich hierover bij dagvaarding al had uitgelaten en de consument in het gelijk wordt gesteld en dus niet in zijn belangen wordt geschaad als direct vonnis wordt gewezen.	Rechtspraak.nl	Verrijkte uitspraak		
547	Rechtbank Den Haag	05-10-2022	06-10-2022	C/09/633075 / KG ZA 22/698	Civiel recht	Kort geding	Kort geding. Voorgenomen verkoop perceel grond door gemeente. Toepassing criteria Didam-arrest. Eiseres hoefde niet te worden aangemerkt als serieuze gegadigde en de gemeente heeft getoetst aan de hand van objectieve, toetsbare en redelijke criteria. De vorderingen worden afgewezen.	"Rechtspraak.nl 
Module Aanbesteding 2022/1900"	Verrijkte uitspraak		
548	Rechtbank Limburg	05-10-2022	13-10-2022	C/03/290037 / HA ZA 21-160	Aanbestedingsrecht	Eerste aanleg - enkelvoudig	Aanbestedingsrecht. Vraag is of de gemeente het project had moeten aanbesteden of dat sprake is van een onderdrempelege (pilot)opdracht.	"Rechtspraak.nl 
Module Aanbesteding 2022/1890"	Verrijkte uitspraak		
549	Rechtbank Den Haag	05-10-2022	12-10-2022	C/09/609806 / HA ZA 21-315	Civiel recht	Eerste aanleg - enkelvoudig	Overeenkomst (na aanbesteding) tot ontwerp- en onderhoud van bruggen. UAV-GC 2005 van toepassing. Geschil over eindafrekening. Overwegingen over onvoorziene omstandigheden, wijzigingen en termijnverlenging (44 en 45 UAV-GC)	"Rechtspraak.nl 
Module Aanbesteding 2022/1892"	Verrijkte uitspraak		
550	Rechtbank Noord-Holland	05-10-2022	24-10-2022	9630731/CV EXPL 22-238	Burgerlijk procesrecht	Eerste aanleg - enkelvoudig	Verhaal verzekeraar van schadevergoeding die zij heeft uitgekeerd aan een benadeelde van een verkeersongeval, omdat gedaagde tijdens het ongeval niet verzekerd was wegens wanbetaling.	"Rechtspraak.nl 
PS-Updates.nl 2022-0661"	Verrijkte uitspraak		
551	Rechtbank Noord-Holland	05-10-2022	31-10-2022	9736244	Verbintenissenrecht	"Eerste aanleg - enkelvoudig
Op tegenspraak"	Gebreken badkamer. Eiser moet hoogte vervangende schadevergoeding nog nader onderbouwen. Akte nemen.	Rechtspraak.nl	Verrijkte uitspraak		
552	Rechtbank Noord-Holland	05-10-2022	31-10-2022	9749766	Civiel recht	Eerste aanleg - enkelvoudig	Overeenkomst terecht ontbonden. Eiser mocht er terecht op vertrouwen dat gedaagde zijn contractspartij was. Gedaagde zal de door eiser aan gedaagde betaalde bedragen als onverschuldigd betaald aan eiser terug moeten betalen.	Rechtspraak.nl	Verrijkte uitspraak		
553	Rechtbank Amsterdam	05-10-2022	01-11-2022	C/13/714216 / HA ZA 22-173	Verbintenissenrecht	Eerste aanleg - enkelvoudig	artikel 3:178 BW - verdeling gemeenschap gevormd door pand - belangenafweging - vordering wordt toegewezen	Rechtspraak.nl	Verrijkte uitspraak		
554	Rechtbank Zeeland-West-Brabant	05-10-2022	01-11-2022	9828261_E05102022	Civiel recht	Bodemzaak	Is gedaagde opdrachtgever van door eiseres verrichte werkzaamheden? Ja. Pas in deze procedure heeft gedaagde het standpunt ingenomen dat de tenaamstelling van de facturen niet klopt. Toewijzing hoofdsom en nevenvorderingen.	Rechtspraak.nl	Verrijkte uitspraak		
555	Rechtbank Noord-Holland	05-10-2022	02-11-2022	9987241	Verbintenissenrecht	"Eerste aanleg - enkelvoudig
Verstek"	Ambtshalve toetsing (AT). Opleiding. De overeenkomsten zijn ondertekend met een natte handtekening zodat twijfel bestaat in hoeverre deze overeenkomsten op afstand tot stand zijn gekomen. Niet voldaan aan de stelplicht.	Rechtspraak.nl	Verrijkte uitspraak		
556	Rechtbank Zeeland-West-Brabant	05-10-2022	03-11-2022	10043382_E05102022	"Civiel recht
 Verbintenissenrecht"	Bodemzaak	Executiegeschil: toewijzing schorsing ontruiming gedurende appelprocedure. Sprake van kennelijke misslag nu het niet voldoen aan meldingsplicht i.h.k.v. vroegsignalering (art. 2 Besluit Gemeentelijke Schuldhulpverlening) buiten oordeelsvorming is gelaten.	Rechtspraak.nl	Verrijkte uitspraak		
557	Rechtbank Noord-Holland	05-10-2022	07-11-2022	9773962 \ CV EXPL 22-1910	Verbintenissenrecht	Bodemzaak	Aankoop wasmachine. Aanspraak op promotievoordeel van € 200,- en een verlengde garantietermijn van 5 jaar. Afwijzing vorderingen. € 200,- is al uitgekeerd en de voor de verlengde garantietermijn vereiste registratie is niet voltooid. Geen tekortkoming.	Rechtspraak.nl	Verrijkte uitspraak		
558	Rechtbank Zeeland-West-Brabant	05-10-2022	08-11-2022	9885274_E05102022	Civiel recht	Bodemzaak	factuurkosten, lease, beëindiging contract	Rechtspraak.nl	Verrijkte uitspraak		
559	Rechtbank Zeeland-West-Brabant	05-10-2022	09-11-2022	C/02/400169 / FA RK 22/3454	Personen- en familierecht	Rekestprocedure	Klacht-/schadevergoeding Wvggz.Rechtbank verklaart de klacht van verzoekster ongegrond en wijst verzoek tot schadevergoeding af. Hoewel betrokkene stelt zich te hebben verzet tegen de toediening van depotmedicatie in de thuissituatie, mocht GGZ uitgaan van de vrijwilligheid van betrokkene. Van verzet van betrokkene is niet gebleken. GGZ hoefde de procedure van 8:9 Wvggz niet te volgen. Raakvlak tussen drang en dwang is dun.	Rechtspraak.nl	Verrijkte uitspraak		
560	Rechtbank Den Haag	04-10-2022	04-10-2022	C-09-632312-KG ZA 22-640	Civiel recht	Kort geding	Vorderingen van gemeente Bodegraven-Reeuwijk tegen Twitter in kort geding afgewezenTwitter heeft op dit moment voldoende gedaan om onrechtmatige content over het ‘verhaal Bodegraven’ van haar platform te verwijderen. Twitter heeft een specifiek twitteraccount dat lasterlijke en opruiende tweets bevatte, definitief geschorst en ook alle retweets van dat account verwijderd. Twitter is niet verplicht uit eigen beweging nog andere tweets van anderen  te verwijderen. Dat gaat in dit geval te ver. Niet alles is onrechtmatig en een goed filter is in dit geval volgens Twitter niet te maken. Dat zou betekenen dat veel legale content wordt geraakt, terwijl een autonome beoordeling van het zoekresultaat niet is toegestaan. Wel vindt de rechter dat Twitter prompt moet reageren op concrete verwijderingsverzoeken van de Gemeente.	Rechtspraak.nl	Verrijkte uitspraak		
561	Rechtbank Den Haag	04-10-2022	05-10-2022	C/09/634124 / KG ZA 22-760	Goederenrecht	Kort geding	Gedaagde oefent gepretendeerd retentierecht uit op nieuwbouwwoingen van eisers. Voorshands niet aannemelijk dat gedaagde de feitelijke macht had ten tijde van inroepen retentierecht. Gedaagde moet uitoefening retentierecht staken en gestaakt houden.	Rechtspraak.nl	Verrijkte uitspraak		
562	Rechtbank Rotterdam	04-10-2022	05-10-2022	C/10/643267 KG ZA 22-712	Verbintenissenrecht	Kort geding	Kort geding. Machtiging te gelde maken woning.	Rechtspraak.nl	Verrijkte uitspraak		
563	Rechtbank Noord-Holland	04-10-2022	07-10-2022	C/15/327288 / FA RK 22-1846	Personen- en familierecht	Eerste aanleg - enkelvoudig	Verzoeken tot vernietiging van de erkenning en vervangende toestemming tot erkenning; DNA-onderzoek gelast.	Rechtspraak.nl	Verrijkte uitspraak		
564	Rechtbank Noord-Holland	04-10-2022	07-10-2022	C/15/325688 / FA RK 22-975	Personen- en familierecht	Eerste aanleg - enkelvoudig	Verzoeken tot vervangende toestemming erkenning en vaststellen van een omgangsregeling; onderzoek door de Raad voor de Kinderbescherming gelast.	Rechtspraak.nl	Verrijkte uitspraak		
565	Rechtbank Noord-Holland	04-10-2022	07-10-2022	C/15/327014 / FA RK 22-1702	Personen- en familierecht	Eerste aanleg - enkelvoudig	Verzoek om herroeping van de beschikking afgewezen; geen sprake van een rechterlijke beslissing.	Rechtspraak.nl	Verrijkte uitspraak		
566	Rechtbank Noord-Holland	04-10-2022	07-10-2022	C/15/330137 / FA RK 22-3342	Personen- en familierecht	Eerste aanleg - meervoudig	Gezagsbeëindiging ouders na 3,5 jaar durende uithuisplaatsing. Kind was in de thuissituatie blootgesteld aan spanningen en huiselijk geweld en was vaak op zichzelf aangewezen. Vader is niet meer verslaafd aan alcohol, maar verdere positieve ontwikkelingen zijn er nauwelijks. Ouders zijn nauwelijks leerbaar en kunnen onvoldoende aansluiten bij de behoeften van hun kind. Herhaald verzoek om contra-expertise op grond van 810a lid 2 Rv. wordt afgewezen.	Rechtspraak.nl	Verrijkte uitspraak		
567	Rechtbank Noord-Holland	04-10-2022	07-10-2022	C/15/327987 / FA RK 22-2190	Personen- en familierecht	Eerste aanleg - meervoudig	Gezagsbeëindiging van beide ouders. Minderjarige verblijft sinds 2018 middels een machtiging uithuisplaatsing bij grootmoeder (vaderszijde). De moeder is onvoldoende in staat om vanuit het belang van de minderjarige te denken en te handelen. Hoewel de vader zich zeer meewerkend en positief opstelt, acht de rechtbank een gezagsbeëindiging van de vader toch in het belang van de minderjarige gelet op de ernstige problematiek van de minderjarige en de fors verstoorde verstandhouding tussen de ouders. Zelfstandige verzoeken van de moeder worden afgewezen.	Rechtspraak.nl	Verrijkte uitspraak		
568	Rechtbank Midden-Nederland	04-10-2022	07-10-2022	10011715 UE VERZ  22-223 JH/1050	Arbeidsrecht	Beschikking	Overgang van onderneming.	"Rechtspraak.nl 
AR-Updates.nl 2022-1102"	Verrijkte uitspraak		
569	Rechtbank Overijssel	04-10-2022	10-10-2022	9978914 \ CV EXPL  22-2522	Civiel recht	Kort geding	Gedaagde dient als huurder achterstallige huur te betalen. Gevorderde ontruiming afgewezen.	Rechtspraak.nl	Verrijkte uitspraak		
570	Rechtbank Den Haag	04-10-2022	11-10-2022	FT RK 22/543	Insolventierecht	Eerste aanleg - enkelvoudig	Toewijzing verzoek dwangakkoord. Curaçaose schuldeiser. Aanvaarding rechtskracht en rechtsgevolgen binnen Koninkrijk der Nederlanden.	Rechtspraak.nl	Verrijkte uitspraak	Faillissementswet 287a	
571	Rechtbank Overijssel	04-10-2022	12-10-2022	9757442 \ CV EXPL 22-1041	Civiel recht	Eerste aanleg - enkelvoudig	Recht op courtagekosten ondanks tussentijds opzeggen opdracht, want de betreffende woning is verkocht als gevolg van dienstverlening van de makelaar. Geen recht op schadevergoeding wegens beslaglegging.	Rechtspraak.nl	Verrijkte uitspraak		
572	Rechtbank Limburg	04-10-2022	12-10-2022	C/03/309072 / KG ZA 22-343	Civiel recht	Kort geding	Civiel recht. Kort geding. De voorzieningenrechter is van oordeel dat de franchisegever niet in strijd met de franchiseovereenkomst handelt door voor te schrijven dat voortaan nog maar met een vaste leadgenerator mag worden gewerkt. De vordering om de website waarop de leads binnenkomen, weer online te zetten, zodat de leadgeneratie door een andere leadgenerator kan worden voortgezet, wordt daarom afgewezen.	Rechtspraak.nl	Verrijkte uitspraak		
